Geneid	persister_1	persister_2	persister_3	control_1	control_2	control_3
SAOUHSC_02731	5952	3813	4857	8377	13259	802
SAOUHSC_02732	1	1	4	6	6	0
SAOUHSC_02733	8403	6331	4817	16349	25058	3374
SAOUHSC_02734	2	2	8	7	5	0
SAOUHSC_02736	3720	2413	2729	3440	3861	305
SAOUHSC_02737	1986	1681	1026	1384	1670	346
SAOUHSC_02738	31	12	12	1	2	0
SAOUHSC_02739	941	660	544	2170	3461	1177
SAOUHSC_02740	1683	1329	951	8605	9664	1321
SAOUHSC_02741	2102	1316	1324	768	1010	256
SAOUHSC_02742	1940	1276	1426	807	1168	178
SAOUHSC_02743	703	418	470	328	568	109
SAOUHSC_02744	951	620	661	643	1478	420
SAOUHSC_02745	7	7	7	0	1	0
SAOUHSC_02746	18	18	13	9	6	2
SAOUHSC_02747	3078	1983	2336	1549	1883	105
SAOUHSC_02750	6022	4256	4808	2483	3765	508
SAOUHSC_02751	4432	4412	2960	15346	18437	5601
SAOUHSC_02752	7194	5058	5816	2287	2459	556
SAOUHSC_02753	2302	2102	1565	3524	3856	934
SAOUHSC_02754	893	916	680	1509	1420	725
SAOUHSC_02755	6240	4933	4733	6790	7194	3255
SAOUHSC_02756	6004	3644	5859	4025	3060	192
SAOUHSC_02757	7037	5027	5907	5356	6363	95
SAOUHSC_02758	48	31	42	24	31	3
SAOUHSC_02759	2691	1826	1872	3615	5202	295
SAOUHSC_02760	1571	1048	889	1911	3052	720
SAOUHSC_02761	529	350	427	792	943	103
SAOUHSC_02762	4782	2997	2826	787	1117	265
SAOUHSC_02763	1623	1075	1115	159	267	116
SAOUHSC_02764	1096	889	659	110	224	55
SAOUHSC_02765	590	543	395	74	97	18
SAOUHSC_02766	2597	1446	1630	457	899	129
SAOUHSC_02767	8351	5504	5324	1345	2943	284
SAOUHSC_02768	2624	1863	1477	139	297	34
SAOUHSC_02769	2656	1842	1391	149	356	34
SAOUHSC_02770	2862	1956	1401	165	344	67
SAOUHSC_02771	403	314	396	1522	1784	360
SAOUHSC_02772	2694	3078	1861	7907	14051	7803
SAOUHSC_02773	2537	2151	1709	9684	16527	1684
SAOUHSC_02774	2788	3117	2215	11082	14242	998
SAOUHSC_02775	453	278	299	500	768	73
SAOUHSC_02776	112	70	75	285	503	37
SAOUHSC_A02635	21	9	9	25	99	2
SAOUHSC_02777	247	129	115	849	1547	182
SAOUHSC_02778	458	410	251	1870	4063	735
SAOUHSC_02779	877	1073	570	3459	5997	698
SAOUHSC_02780	138	114	130	457	523	275
SAOUHSC_02781	2524	1688	1079	8968	8292	453
SAOUHSC_02782	31	26	32	13	6	0
SAOUHSC_02783	400	285	313	469	759	151
SAOUHSC_02784	117	70	77	109	196	26
SAOUHSC_02785	134	81	91	166	210	11
SAOUHSC_02786	54	33	26	72	84	4
SAOUHSC_02787	325	217	227	484	839	179
SAOUHSC_02788	272	166	200	464	872	84
SAOUHSC_02789	227	175	151	392	533	94
SAOUHSC_02790	2416	1243	1897	2007	2442	225
SAOUHSC_02791	139	93	106	250	433	37
SAOUHSC_02793	1376	857	868	1210	1593	205
SAOUHSC_02794	223	104	97	409	711	26
SAOUHSC_02795	82	62	44	130	135	11
SAOUHSC_02796	13	11	23	44	65	6
SAOUHSC_02797	441	264	293	462	696	59
SAOUHSC_02798	4252	2845	3452	2246	3621	1551
SAOUHSC_02799	17	7	20	18	7	0
SAOUHSC_02800	14	12	14	22	13	0
SAOUHSC_02801	1542	975	1110	1452	2017	555
SAOUHSC_02802	14483	26590	16857	17074	9070	2077
SAOUHSC_02803	10639	16570	11234	18147	16643	4503
SAOUHSC_02804	3	8	1	13	19	0
SAOUHSC_02805	4	0	2	0	0	0
SAOUHSC_02806	5389	6617	4160	2027	3986	1068
SAOUHSC_02808	2982	3692	2264	2192	4058	1576
SAOUHSC_02809	1570	1498	1011	2694	3803	2093
SAOUHSC_02810	3413	2668	2241	3298	6111	1122
SAOUHSC_02811	899	731	666	1849	3580	211
SAOUHSC_02812	13073	11059	8879	34473	46975	14647
SAOUHSC_02813	3813	3028	3319	2426	1470	104
SAOUHSC_02814	6637	5194	5492	4299	2207	182
SAOUHSC_02815	9502	10398	7627	23294	24941	4787
SAOUHSC_02816	939	691	608	2189	3569	115
SAOUHSC_02817	1	0	0	0	0	0
SAOUHSC_02818	828	464	478	553	839	97
SAOUHSC_02819	155	112	123	80	172	15
SAOUHSC_02820	411	218	316	947	1622	401
SAOUHSC_02821	360	241	283	821	1358	136
SAOUHSC_02822	3659	2962	1621	6681	9430	1246
SAOUHSC_A02680	452	391	234	477	975	83
SAOUHSC_02823	1215	1003	826	3317	4405	307
SAOUHSC_02824	584	336	326	316	485	339
SAOUHSC_02825	269	216	226	244	397	186
SAOUHSC_02826	1357	943	765	795	1118	59
SAOUHSC_02827	857	625	488	1792	1427	294
SAOUHSC_02828	6271	4882	5532	1220	1817	394
SAOUHSC_02829	2754	2280	1764	1086	815	111
SAOUHSC_02830	17327	8950	15126	2006	793	84
SAOUHSC_02831	774	539	596	365	391	61
SAOUHSC_02832	87	22	112	34	41	2
SAOUHSC_02833	460	218	421	118	153	9
SAOUHSC_02834	3118	1935	2139	3920	6115	361
SAOUHSC_02836	428	305	304	529	577	121
SAOUHSC_02837	96	83	68	956	1945	118
SAOUHSC_02838	2	1	3	2	0	0
SAOUHSC_02839	5636	5208	4280	1510	2069	757
SAOUHSC_02840	2528	2411	2066	640	762	104
SAOUHSC_02841	4756	4372	3492	1493	1625	189
SAOUHSC_02842	220	124	154	176	91	19
SAOUHSC_02843	470	336	349	1773	3324	153
SAOUHSC_02844	3517	3032	1583	6278	11152	2913
SAOUHSC_02845	759	610	283	1271	1711	295
SAOUHSC_02846	905	660	312	1766	2699	296
SAOUHSC_02848	14101	7865	8989	61793	61628	13919
SAOUHSC_02849	17710	24753	11723	65560	110458	27875
SAOUHSC_02850	4086	6162	3002	14891	32445	13627
SAOUHSC_02851	62	40	28	21	23	3
SAOUHSC_02852	871	578	503	1305	1378	351
SAOUHSC_02853	40766	32182	20058	58382	26827	5636
SAOUHSC_02855	813	798	828	427	294	46
SAOUHSC_02856	176	127	196	1610	2599	132
SAOUHSC_02857	50	45	68	745	815	176
SAOUHSC_02858	151	159	146	1940	2448	388
SAOUHSC_02859	3282	2781	2200	3251	4422	1634
SAOUHSC_02860	11060	10941	6869	18842	17305	3772
SAOUHSC_02861	1553	1335	957	1971	2711	1421
SAOUHSC_02862	7087	8382	4216	24637	39045	15194
SAOUHSC_02863	296	200	216	56	102	2
SAOUHSC_02864	1968	1381	1241	713	924	124
SAOUHSC_02865	181	140	123	132	222	9
SAOUHSC_02866	1845	1376	1212	2341	4020	543
SAOUHSC_02867	2747	2126	2153	1749	2365	184
SAOUHSC_02868	206	183	162	293	588	64
SAOUHSC_02869	15504	18239	8701	22454	32667	5679
SAOUHSC_02871	369	280	243	607	1135	345
SAOUHSC_02872	21975	14520	19835	2172	5288	385
SAOUHSC_02873	11656	9690	7576	5578	5772	912
SAOUHSC_02874	1375	1135	838	924	866	54
SAOUHSC_02875	1666	1377	1021	4184	7212	1163
SAOUHSC_02876	1387	1341	708	4730	7574	2230
SAOUHSC_02877	1822	1693	1081	4978	10146	4601
SAOUHSC_02879	654	705	397	2577	4428	801
SAOUHSC_02880	1091	1232	598	5217	9349	4632
SAOUHSC_02881	1322	1351	722	6909	10059	5284
SAOUHSC_02882	173	171	122	1486	2049	297
SAOUHSC_02883	1579	2094	2022	807	1075	618
SAOUHSC_02885	36926	25298	38786	9320	11369	1548
SAOUHSC_02886	103	89	197	40	73	7
SAOUHSC_02887	26876	32531	48405	12026	8198	4391
SAOUHSC_02888	509	465	340	10822	12081	2482
SAOUHSC_02889	7	3	2	9	18	2
SAOUHSC_02890	14	9	6	10	5	0
SAOUHSC_02891	1239	848	1102	793	1115	60
SAOUHSC_02892	753	702	387	666	1612	365
SAOUHSC_02893	1240	1007	776	806	2114	147
SAOUHSC_02894	888	595	681	885	1728	539
SAOUHSC_02895	1010	563	807	986	1572	352
SAOUHSC_02896	343	189	256	243	409	67
SAOUHSC_02897	321	285	186	708	1165	75
SAOUHSC_02898	571	518	325	937	1122	243
SAOUHSC_02899	1913	1962	1053	4224	5877	1445
SAOUHSC_02900	3778	4012	2360	13095	17325	8016
SAOUHSC_02901	4050	1526	2044	308	403	74
SAOUHSC_02902	801	287	364	53	70	7
SAOUHSC_02903	1822	687	760	79	97	12
SAOUHSC_02904	3274	1353	1517	102	132	18
SAOUHSC_02905	143	95	138	158	202	23
SAOUHSC_02906	347	274	292	325	520	73
SAOUHSC_02907	179	122	107	181	271	8
SAOUHSC_02908	989	776	627	4070	6395	2837
SAOUHSC_02909	2572	2328	1821	3351	4239	835
SAOUHSC_02910	1671	1205	1187	2294	3939	317
SAOUHSC_02911	653	367	382	488	498	45
SAOUHSC_02912	1489	1395	900	3021	2034	437
SAOUHSC_02913	684	562	509	480	781	62
SAOUHSC_02914	15	9	11	4	2	0
SAOUHSC_02915	1374	1084	950	1155	1399	324
SAOUHSC_02916	4009	3047	3643	2094	3434	235
SAOUHSC_02918	5891	4718	5343	4193	7888	1697
SAOUHSC_02919	4188	3765	3697	4986	8492	1837
SAOUHSC_02920	1272	968	744	3004	4102	1296
SAOUHSC_02921	1830	1233	1637	1988	2861	702
SAOUHSC_02922	1650	1210	1078	6818	9471	3940
SAOUHSC_A02771	21	17	9	15	18	4
SAOUHSC_02923	4198	4817	2432	61442	65445	10030
SAOUHSC_02924	1163	1243	813	16599	39270	5763
SAOUHSC_02925	88	83	50	926	1297	150
SAOUHSC_02926	12851	9106	5254	25075	30542	3843
SAOUHSC_02927	42602	41553	29751	78620	86928	41672
SAOUHSC_02928	360	195	643	274	466	22
SAOUHSC_02929	5240	4585	2696	18911	27930	9889
SAOUHSC_02930	965	923	616	3768	3945	756
SAOUHSC_02931	229	166	141	1667	1423	126
SAOUHSC_02932	3027	2132	2286	502	505	217
SAOUHSC_02933	18276	10905	13886	517	525	155
SAOUHSC_02934	5	1	4	1	1	0
SAOUHSC_02935	3683	2546	2837	1822	3924	219
SAOUHSC_02936	912	837	765	2333	4034	1389
SAOUHSC_02937	4683	4629	4495	1496	2103	418
SAOUHSC_02939	6	2	7	2	0	1
SAOUHSC_02940	5	3	5	3	4	1
SAOUHSC_02941	1414	866	908	2904	7010	665
SAOUHSC_02942	1980	1356	1323	4378	12375	1447
SAOUHSC_02943	287	178	211	174	212	45
SAOUHSC_02944	792	397	594	218	320	41
SAOUHSC_02945	3222	2165	2321	1064	1359	437
SAOUHSC_02947	3803	2453	2703	1503	1998	309
SAOUHSC_02948	11	6	11	14	20	2
SAOUHSC_02949	658	555	504	457	678	50
SAOUHSC_A02794	245	285	249	247	634	36
SAOUHSC_02950	9	3	4	12	26	2
SAOUHSC_A02795	2	0	0	1	0	0
SAOUHSC_02953	1303	943	782	1758	2906	175
SAOUHSC_02954	269	253	170	793	1901	455
SAOUHSC_02955	1722	1425	1216	2163	2874	379
SAOUHSC_02956	1604	1345	1132	2074	2398	231
SAOUHSC_02957	605	526	409	771	1460	84
SAOUHSC_A02801	1	1	3	1	4	1
SAOUHSC_02958	426	250	338	81	62	14
SAOUHSC_02960	4	2	3	5	1	0
SAOUHSC_02961	1067	885	805	2038	2765	322
SAOUHSC_02962	1064	952	897	2140	3757	268
SAOUHSC_02963	75130	60227	75566	93111	66589	54485
SAOUHSC_02964	6407	5429	8129	27236	48980	6636
SAOUHSC_02965	5854	5573	7525	33628	80356	28273
SAOUHSC_02967	3699	3447	5419	37974	91178	27171
SAOUHSC_02968	1568	1617	2347	22322	56395	17533
SAOUHSC_02969	1243	1281	1898	18931	52958	23098
SAOUHSC_A02811	0	1	2	1	0	0
SAOUHSC_02970	621	387	362	189	203	26
SAOUHSC_02971	8938	5119	10414	748	946	254
SAOUHSC_02972	3571	2510	2027	1791	1564	178
SAOUHSC_02973	1004	684	845	312	343	25
SAOUHSC_02974	1004	791	626	3367	6166	335
SAOUHSC_02975	2706	2195	1994	2983	5874	1938
SAOUHSC_02976	3863	3109	2542	2170	4487	433
SAOUHSC_02978	16901	12574	13393	16982	25631	4439
SAOUHSC_02979	19614	17718	11787	35644	48097	3772
SAOUHSC_02980	11302	7928	8191	4989	6023	983
SAOUHSC_02982	43404	31942	33468	33730	47698	7572
SAOUHSC_02983	10275	7740	7727	6669	9844	1064
SAOUHSC_02984	10882	8870	8238	8836	13416	3154
SAOUHSC_02985	10965	8877	8830	11090	16033	6642
SAOUHSC_02986	2734	1800	2440	393	473	52
SAOUHSC_02987	3883	2552	3044	570	510	110
SAOUHSC_02988	2975	1953	2361	442	426	84
SAOUHSC_02989	866	531	843	197	201	28
SAOUHSC_02990	95473	69731	78221	16570	14078	4443
SAOUHSC_02991	1589	1019	1088	2541	3882	1211
SAOUHSC_02992	105	62	92	169	160	7
SAOUHSC_02993	82	43	63	107	151	11
SAOUHSC_02994	1210	1094	829	7733	9245	1565
SAOUHSC_02995	530	512	438	2379	4372	652
SAOUHSC_02996	132	82	90	96	146	24
SAOUHSC_02997	90	59	71	139	196	24
SAOUHSC_02998	840	407	765	133	168	11
SAOUHSC_02999	476	241	377	71	63	18
SAOUHSC_03000	84	42	113	17	15	1
SAOUHSC_03001	3690	2367	2359	5502	7138	395
SAOUHSC_03002	175	136	102	56	41	21
SAOUHSC_03003	21	22	16	7	15	9
SAOUHSC_03004	98	72	56	60	102	9
SAOUHSC_03005	468	186	379	211	451	8
SAOUHSC_03006	46419	39643	30937	19259	29009	6138
SAOUHSC_A02856	7	3	11	5	11	1
SAOUHSC_03008	2737	1870	2331	2251	3425	1288
SAOUHSC_03009	724	573	685	772	1313	502
SAOUHSC_03010	433	346	335	482	701	238
SAOUHSC_03011	382	276	352	481	736	151
SAOUHSC_03012	695	539	500	997	1211	192
SAOUHSC_03013	622	445	423	1343	1282	150
SAOUHSC_03014	195	130	110	560	478	113
SAOUHSC_03015	212	213	149	1609	1524	106
SAOUHSC_03016	456	361	384	436	721	133
SAOUHSC_03017	131	98	92	299	624	92
SAOUHSC_03018	281	195	181	641	1083	110
SAOUHSC_03019	847	735	466	2086	3872	476
SAOUHSC_03020	218	177	131	716	1349	217
SAOUHSC_03021	227	249	147	869	1361	266
SAOUHSC_03022	51474	34600	48083	1714	2811	265
SAOUHSC_03023	1862	1547	1247	1626	4782	481
SAOUHSC_03024	13072	9859	12662	1652	2098	170
SAOUHSC_03025	365	252	215	832	1508	458
SAOUHSC_03026	8496	5469	7970	785	1229	76
SAOUHSC_03027	3510	2979	3765	284	696	82
SAOUHSC_03028	707	599	526	3270	4243	1051
SAOUHSC_03030	3658	3053	2095	5144	5477	1566
SAOUHSC_03031	904	684	626	1081	1655	81
SAOUHSC_03032	312	293	201	1034	1083	342
SAOUHSC_03033	1454	1103	844	2107	2486	306
SAOUHSC_03034	1022	785	524	902	916	219
SAOUHSC_03035	2529	1404	1857	5277	6513	801
SAOUHSC_03036	197	139	109	177	1030	70
SAOUHSC_03037	818	452	550	391	1528	48
SAOUHSC_03038	16	16	11	13	13	6
SAOUHSC_03040	746	538	514	840	1066	243
SAOUHSC_03041	86	56	63	174	228	14
SAOUHSC_03042	623	394	512	360	417	53
SAOUHSC_03043	15	17	21	17	16	5
SAOUHSC_03045	55077	52349	34601	129358	88562	15864
SAOUHSC_03046	236	144	148	377	961	115
SAOUHSC_03047	83	69	51	192	572	82
SAOUHSC_03048	65	56	57	121	421	34
SAOUHSC_03049	22036	15292	20227	6665	8359	2136
SAOUHSC_03051	9421	7315	8894	3043	4480	684
SAOUHSC_03052	21437	18281	20020	6424	9103	1496
SAOUHSC_03053	13605	11223	13214	3627	4457	854
SAOUHSC_03054	1828	1478	1560	493	448	29
SAOUHSC_03055	40181	33431	33043	15690	15815	450
